date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,station_id,city_name,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10055,Sorø,Winter,1.4,0.7,2.8,0.0,0.0,318.0,23.0,46.4,999.1,144.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10224,Bremen,Winter,2.7,1.3,4.6,0.3,0.0,312.0,18.7,60.5,1001.7,198.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10400,Düsseldorf,Winter,3.5,1.2,5.5,0.6,0.0,309.0,16.6,56.2,1006.3,126.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10554,Erfurt,Winter,1.4,-0.4,3.4,0.3,0.0,310.0,21.6,45.4,999.8,60.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10147,Hamburg,Winter,2.1,0.3,3.3,0.1,0.0,312.0,14.8,41.4,1000.9,276.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10338,Hanover,Winter,2.1,0.4,3.8,0.8,0.0,305.0,17.3,40.7,1001.2,180.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10361,Magdeburg,Winter,1.6,-2.1,4.1,0.2,0.0,314.0,9.4,41.4,998.9,114.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10865,Munich,Winter,3.0,-0.5,8.1,3.0,0.0,290.0,15.5,48.2,1000.3,0.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10379,Potsdam,Winter,0.9,-2.9,3.3,2.3,10.0,318.0,15.1,47.9,995.3,0.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10162,Schwerin,Winter,0.6,-3.1,2.6,0.1,0.0,322.0,12.6,42.1,998.3,36.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10739,Stuttgart,Winter,2.8,-0.7,7.2,0.2,0.0,301.0,19.1,63.4,1002.9,18.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10091,Malmö,Winter,0.6,-1.5,2.7,0.2,0.0,323.0,15.8,44.6,997.6,0.0
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,10929,Frauenfeld,Winter,3.3,0.5,8.4,3.7,0.0,319.0,9.0,42.8,1002.7,0.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10055,Sorø,Winter,1.4,0.7,2.8,0.0,0.0,318.0,23.0,46.4,999.1,144.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10224,Bremen,Winter,2.7,1.3,4.6,0.3,0.0,312.0,18.7,60.5,1001.7,198.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10400,Düsseldorf,Winter,3.5,1.2,5.5,0.6,0.0,309.0,16.6,56.2,1006.3,126.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10554,Erfurt,Winter,1.4,-0.4,3.4,0.3,0.0,310.0,21.6,45.4,999.8,60.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10147,Hamburg,Winter,2.1,0.3,3.3,0.1,0.0,312.0,14.8,41.4,1000.9,276.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10338,Hanover,Winter,2.1,0.4,3.8,0.8,0.0,305.0,17.3,40.7,1001.2,180.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10361,Magdeburg,Winter,1.6,-2.1,4.1,0.2,0.0,314.0,9.4,41.4,998.9,114.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10865,Munich,Winter,3.0,-0.5,8.1,3.0,0.0,290.0,15.5,48.2,1000.3,0.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10379,Potsdam,Winter,0.9,-2.9,3.3,2.3,10.0,318.0,15.1,47.9,995.3,0.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10162,Schwerin,Winter,0.6,-3.1,2.6,0.1,0.0,322.0,12.6,42.1,998.3,36.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10739,Stuttgart,Winter,2.8,-0.7,7.2,0.2,0.0,301.0,19.1,63.4,1002.9,18.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10091,Malmö,Winter,0.6,-1.5,2.7,0.2,0.0,323.0,15.8,44.6,997.6,0.0
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False,10929,Frauenfeld,Winter,3.3,0.5,8.4,3.7,0.0,319.0,9.0,42.8,1002.7,0.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10055,Sorø,Winter,1.7,-0.4,2.9,3.5,0.0,251.0,26.6,52.6,1005.2,24.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10224,Bremen,Winter,3.0,0.9,5.6,5.4,0.0,266.0,21.6,46.1,1009.8,0.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10400,Düsseldorf,Winter,3.7,2.3,5.7,4.3,0.0,255.0,22.0,56.2,1016.5,0.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10554,Erfurt,Winter,0.9,-0.1,2.2,3.6,0.0,282.0,25.2,63.0,1012.2,0.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10147,Hamburg,Winter,2.1,0.2,4.0,4.2,0.0,260.0,17.3,48.2,1008.3,0.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10338,Hanover,Winter,2.8,1.3,4.9,5.0,0.0,268.0,18.4,50.8,1010.6,0.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10361,Magdeburg,Winter,1.5,-2.7,3.8,4.0,0.0,272.0,12.6,43.2,1010.0,30.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10865,Munich,Winter,0.2,-1.5,2.2,2.1,0.0,274.0,18.0,62.6,1017.9,30.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10379,Potsdam,Winter,-0.3,-4.5,2.9,4.2,0.0,250.0,17.6,43.6,1007.3,6.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10162,Schwerin,Winter,0.4,-3.3,3.0,3.4,0.0,251.0,18.0,43.6,1006.5,18.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10739,Stuttgart,Winter,1.8,-0.3,3.7,0.9,0.0,275.0,19.4,45.0,1018.6,12.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10091,Malmö,Winter,0.6,-0.7,1.7,0.2,0.0,249.0,28.1,46.8,1005.4,12.0
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,10929,Frauenfeld,Winter,0.9,-0.9,3.5,1.7,20.0,267.0,13.3,52.2,1021.1,114.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10055,Sorø,Winter,-0.8,-1.5,0.6,0.5,0.0,345.0,23.0,40.7,1016.3,0.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10224,Bremen,Winter,-1.0,-6.1,1.1,0.9,0.0,317.0,7.2,29.5,1018.1,30.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10400,Düsseldorf,Winter,-1.2,-5.3,3.2,0.0,60.0,310.0,5.0,20.5,1020.0,216.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10554,Erfurt,Winter,-4.0,-7.8,-1.5,0.2,40.0,284.0,10.1,22.3,1017.6,66.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10147,Hamburg,Winter,-1.0,-2.3,-0.1,0.0,0.0,322.0,9.0,18.4,1018.1,0.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10338,Hanover,Winter,-1.2,-3.1,1.5,0.0,10.0,293.0,8.3,24.8,1018.0,48.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10361,Magdeburg,Winter,-1.1,-3.7,1.0,1.4,30.0,296.0,6.5,21.2,1016.7,12.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10865,Munich,Winter,-3.6,-5.7,-1.7,0.1,130.0,283.0,9.7,31.0,1017.9,156.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10379,Potsdam,Winter,-1.4,-3.8,0.4,0.9,60.0,269.0,9.0,23.0,1014.1,120.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10162,Schwerin,Winter,-1.8,-3.7,-0.1,2.4,20.0,324.0,9.7,22.7,1015.9,30.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10739,Stuttgart,Winter,-2.6,-4.1,-0.3,0.0,40.0,304.0,8.6,22.7,1018.9,180.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10091,Malmö,Winter,-2.1,-3.1,-0.9,0.3,150.0,340.0,10.8,32.0,1015.8,42.0
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,10929,Frauenfeld,Winter,-2.7,-5.3,2.1,0.7,80.0,267.0,6.8,32.0,1019.1,126.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10055,Sorø,Winter,-0.8,-1.5,0.6,0.5,0.0,345.0,23.0,40.7,1016.3,0.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10224,Bremen,Winter,-1.0,-6.1,1.1,0.9,0.0,317.0,7.2,29.5,1018.1,30.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10400,Düsseldorf,Winter,-1.2,-5.3,3.2,0.0,60.0,310.0,5.0,20.5,1020.0,216.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10554,Erfurt,Winter,-4.0,-7.8,-1.5,0.2,40.0,284.0,10.1,22.3,1017.6,66.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10147,Hamburg,Winter,-1.0,-2.3,-0.1,0.0,0.0,322.0,9.0,18.4,1018.1,0.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10338,Hanover,Winter,-1.2,-3.1,1.5,0.0,10.0,293.0,8.3,24.8,1018.0,48.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10361,Magdeburg,Winter,-1.1,-3.7,1.0,1.4,30.0,296.0,6.5,21.2,1016.7,12.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10865,Munich,Winter,-3.6,-5.7,-1.7,0.1,130.0,283.0,9.7,31.0,1017.9,156.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10379,Potsdam,Winter,-1.4,-3.8,0.4,0.9,60.0,269.0,9.0,23.0,1014.1,120.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10162,Schwerin,Winter,-1.8,-3.7,-0.1,2.4,20.0,324.0,9.7,22.7,1015.9,30.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10739,Stuttgart,Winter,-2.6,-4.1,-0.3,0.0,40.0,304.0,8.6,22.7,1018.9,180.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10091,Malmö,Winter,-2.1,-3.1,-0.9,0.3,150.0,340.0,10.8,32.0,1015.8,42.0
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False,10929,Frauenfeld,Winter,-2.7,-5.3,2.1,0.7,80.0,267.0,6.8,32.0,1019.1,126.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10055,Sorø,Winter,-2.9,-7.3,-1.0,0.0,20.0,163.0,13.0,30.6,1015.2,138.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10224,Bremen,Winter,-2.1,-6.5,1.3,0.0,10.0,124.0,11.5,29.5,1013.4,468.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10400,Düsseldorf,Winter,-0.8,-2.7,1.9,0.0,20.0,147.0,21.2,49.3,1011.9,480.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10554,Erfurt,Winter,-4.1,-6.6,-0.8,0.0,40.0,183.0,10.8,24.8,1015.1,330.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10147,Hamburg,Winter,-2.7,-6.0,0.9,0.0,0.0,106.0,11.5,31.0,1015.2,168.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10338,Hanover,Winter,-1.0,-3.1,1.6,0.0,0.0,161.0,11.5,28.8,1014.2,456.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10361,Magdeburg,Winter,-2.4,-5.2,1.5,0.0,40.0,155.0,6.8,24.1,1015.4,282.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10865,Munich,Winter,-5.0,-9.2,-0.9,0.0,110.0,158.0,8.3,30.2,1015.6,498.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10379,Potsdam,Winter,-4.3,-7.1,-2.0,0.0,60.0,146.0,9.4,27.4,1014.7,0.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10162,Schwerin,Winter,-3.7,-5.1,-2.0,0.0,50.0,171.0,7.6,27.7,1015.1,36.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10739,Stuttgart,Winter,-4.1,-7.9,0.0,0.0,20.0,137.0,13.7,33.5,1014.3,504.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10091,Malmö,Winter,-2.7,-6.2,-1.3,0.0,130.0,200.0,14.4,27.7,1016.7,0.0
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,10929,Frauenfeld,Winter,-3.9,-6.0,-0.6,0.0,80.0,81.0,7.6,22.7,1014.4,402.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10055,Sorø,Winter,-0.4,-1.0,0.9,0.2,10.0,47.0,34.2,60.8,1020.5,12.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10224,Bremen,Winter,-1.1,-4.4,0.6,0.5,0.0,43.0,20.5,47.2,1018.1,24.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10400,Düsseldorf,Winter,-2.4,-4.0,-0.8,1.1,0.0,28.0,16.9,41.8,1016.8,0.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10554,Erfurt,Winter,-5.4,-6.2,-3.3,8.7,110.0,41.0,17.6,36.7,1012.8,0.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10147,Hamburg,Winter,-0.7,-4.7,0.9,0.9,0.0,43.0,18.4,60.1,1019.4,30.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10338,Hanover,Winter,-2.7,-5.9,-0.2,1.0,10.0,38.0,16.2,38.2,1016.7,0.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10361,Magdeburg,Winter,-2.7,-4.6,-0.9,7.2,20.0,30.0,14.0,37.8,1014.7,0.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10865,Munich,Winter,-5.4,-8.3,-3.4,1.7,170.0,319.0,7.6,24.5,1009.3,156.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10379,Potsdam,Winter,-2.6,-4.5,-0.7,4.1,80.0,54.0,17.6,43.2,1012.6,0.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10162,Schwerin,Winter,-1.1,-3.6,0.5,0.3,30.0,62.0,21.6,51.5,1018.3,0.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10739,Stuttgart,Winter,-4.2,-5.8,-2.5,0.1,0.0,1.0,10.1,22.7,1010.7,0.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10091,Malmö,Winter,0.0,-1.0,0.9,0.0,210.0,64.0,55.1,85.3,1020.1,0.0
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False,10929,Frauenfeld,Winter,-4.1,-5.7,-1.1,1.9,0.0,53.0,9.4,27.7,1009.7,48.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10055,Sorø,Winter,-0.4,-1.0,0.9,0.2,10.0,47.0,34.2,60.8,1020.5,12.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10224,Bremen,Winter,-1.1,-4.4,0.6,0.5,0.0,43.0,20.5,47.2,1018.1,24.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10400,Düsseldorf,Winter,-2.4,-4.0,-0.8,1.1,0.0,28.0,16.9,41.8,1016.8,0.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10554,Erfurt,Winter,-5.4,-6.2,-3.3,8.7,110.0,41.0,17.6,36.7,1012.8,0.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10147,Hamburg,Winter,-0.7,-4.7,0.9,0.9,0.0,43.0,18.4,60.1,1019.4,30.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10338,Hanover,Winter,-2.7,-5.9,-0.2,1.0,10.0,38.0,16.2,38.2,1016.7,0.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10361,Magdeburg,Winter,-2.7,-4.6,-0.9,7.2,20.0,30.0,14.0,37.8,1014.7,0.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10865,Munich,Winter,-5.4,-8.3,-3.4,1.7,170.0,319.0,7.6,24.5,1009.3,156.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10379,Potsdam,Winter,-2.6,-4.5,-0.7,4.1,80.0,54.0,17.6,43.2,1012.6,0.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10162,Schwerin,Winter,-1.1,-3.6,0.5,0.3,30.0,62.0,21.6,51.5,1018.3,0.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10739,Stuttgart,Winter,-4.2,-5.8,-2.5,0.1,0.0,1.0,10.1,22.7,1010.7,0.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10091,Malmö,Winter,0.0,-1.0,0.9,0.0,210.0,64.0,55.1,85.3,1020.1,0.0
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False,10929,Frauenfeld,Winter,-4.1,-5.7,-1.1,1.9,0.0,53.0,9.4,27.7,1009.7,48.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10055,Sorø,Winter,0.6,-0.7,1.8,0.9,10.0,47.0,36.4,58.7,1019.0,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10224,Bremen,Winter,0.6,-0.6,1.5,0.9,20.0,30.0,18.4,37.8,1017.1,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10400,Düsseldorf,Winter,0.0,-1.2,1.0,0.5,30.0,0.0,12.2,23.8,1016.7,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10554,Erfurt,Winter,-1.8,-3.3,-0.6,5.1,210.0,31.0,10.1,20.2,1013.2,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10147,Hamburg,Winter,0.8,-0.4,1.7,0.5,10.0,37.0,16.6,38.5,1018.1,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10338,Hanover,Winter,0.2,-0.9,1.3,0.6,20.0,32.0,11.5,24.1,1015.9,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10361,Magdeburg,Winter,0.2,-1.0,1.0,6.2,120.0,27.0,9.4,25.6,1014.2,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10865,Munich,Winter,-3.7,-5.3,-2.0,0.0,170.0,293.0,6.8,19.4,1012.3,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10379,Potsdam,Winter,0.4,-0.7,1.5,3.8,140.0,62.0,13.0,33.8,1012.3,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10162,Schwerin,Winter,0.7,-0.1,1.4,0.4,20.0,60.0,15.5,36.4,1017.1,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10739,Stuttgart,Winter,-3.2,-4.7,-1.8,0.6,10.0,323.0,7.2,19.8,1013.5,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10091,Malmö,Winter,1.0,0.4,1.3,0.4,180.0,65.0,50.4,68.8,1019.1,0.0
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10929,Frauenfeld,Winter,-3.2,-5.1,0.0,0.3,50.0,354.0,4.7,11.9,1013.3,30.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10055,Sorø,Spring,0.3,-1.7,2.5,2.5,0.0,75.0,44.3,80.6,1008.5,24.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10224,Bremen,Spring,0.6,-0.2,1.3,7.0,0.0,94.0,22.3,46.4,1002.9,0.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10400,Düsseldorf,Spring,8.8,5.3,11.7,8.9,0.0,211.0,16.6,38.2,999.7,0.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10554,Erfurt,Spring,0.4,-0.7,2.1,2.3,0.0,68.0,9.7,23.8,1003.2,0.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10147,Hamburg,Spring,0.4,-1.6,1.9,7.9,0.0,85.0,23.4,50.0,1006.1,0.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10338,Hanover,Spring,0.5,0.0,0.9,7.2,0.0,100.0,20.2,38.9,1003.0,0.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10361,Magdeburg,Spring,0.5,0.0,1.1,4.9,0.0,98.0,12.6,33.1,1004.6,0.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10865,Munich,Spring,9.7,7.5,12.8,0.2,0.0,246.0,10.1,31.0,1002.8,12.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10379,Potsdam,Spring,0.0,-1.1,1.7,5.5,0.0,91.0,19.1,42.1,1003.9,0.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10162,Schwerin,Spring,0.1,-1.8,2.3,10.2,0.0,97.0,18.0,44.6,1006.8,0.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10739,Stuttgart,Spring,11.2,8.4,15.7,0.0,0.0,244.0,10.4,28.8,1002.2,270.0
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,10091,Malmö,Spring,-0.2,-1.1,0.8,0.1,0.0,78.0,50.4,101.2,1010.4,246.0
